Customer_ID,Gender,Age,Annual Income (k$),Spending Score (1-100),cluster
1067,Female,49,42,53,4
1068,Male,19,15,39,0
1069,Female,51,60,46,4
1070,Male,32,77,92,1
1071,Female,54,49,60,4
1072,Female,29,35,72,3
1073,Female,42,31,19,0
1074,Female,30,69,78,1
1075,Male,18,74,9,5
1076,Male,20,60,51,4
1077,Female,46,54,52,4
1078,Female,22,17,8,0
1079,Female,56,79,35,5
1080,Female,32,70,69,1
1081,Male,27,89,67,1
1082,Female,30,20,71,3
1083,Female,31,17,41,0
1084,Male,43,79,17,5
1085,Male,32,73,73,1
1086,Male,28,89,75,1
1087,Male,37,71,72,1
1088,Female,57,22,16,0
1089,Female,33,84,97,1
1090,Male,38,72,76,1
1091,Female,46,53,43,4
1092,Male,63,47,50,4
1093,Female,68,49,51,4
1094,Female,23,63,40,4
1095,Female,60,47,52,4
1096,Female,36,22,35,0
1097,Male,65,20,4,0
1098,Female,28,75,41,4
1099,Male,40,77,88,1
1100,Female,31,32,72,3
1101,Male,20,81,6,5
1102,Female,40,60,39,4
1103,Female,32,61,43,4
1104,Female,29,40,41,4
1105,Male,18,47,58,4
1106,Male,19,46,54,4
1107,Male,27,101,70,1
1108,Male,26,87,66,1
1109,Male,41,52,51,4
1110,Female,64,66,42,4
1111,Female,51,68,57,4
1112,Female,44,74,8,5
1113,Female,28,78,83,1
1114,Male,26,54,55,4
1115,Female,49,31,15,0
1116,Male,19,15,42,0
1117,Female,21,37,76,3
1118,Female,54,47,59,4
1119,Male,34,76,89,1
1120,Male,52,45,45,4
1121,Female,54,47,61,4
1122,Male,48,61,51,4
1123,Female,46,48,43,4
1124,Male,67,19,10,0
1125,Male,49,62,53,4
1126,Female,24,20,77,3
1127,Male,54,46,46,4
1128,Female,23,27,87,3
1129,Female,49,32,16,0
1130,Male,49,87,28,5
1131,Female,30,19,40,0
1132,Male,67,55,39,4
1133,Female,40,70,56,4
1134,Male,41,52,48,4
1135,Female,38,77,77,1
1136,Male,20,46,53,4
1137,Male,39,74,76,1
1138,Female,34,58,58,4
1139,Male,24,39,89,3
1140,Female,34,58,59,4
1141,Male,29,77,99,1
1142,Female,18,37,77,3
1143,Female,46,47,40,4
1144,Female,36,33,24,0
1145,Male,26,64,56,4
1146,Female,24,19,76,3
1147,Female,21,28,75,3
1148,Male,59,94,15,5
1149,Female,24,71,30,5
1150,Female,37,86,74,1
1151,Female,47,61,48,4
1152,Female,47,24,8,0
1153,Female,67,46,52,4
1154,Female,28,76,40,5
1155,Female,44,79,19,5
1156,Male,25,74,10,5
1157,Female,38,113,90,1
1158,Female,32,44,53,4
1159,Male,24,63,53,4
1160,Male,25,63,53,4
1161,Male,58,94,11,5
1162,Female,36,33,25,0
1163,Male,59,95,15,5
1164,Male,31,126,74,2
1165,Female,30,74,71,1
1166,Female,42,46,51,4
1167,Male,22,71,7,5
1168,Male,60,95,17,5
1169,Male,30,136,83,2
1170,Male,24,38,92,3
1171,Female,31,104,68,1
1172,Male,36,21,14,0
1173,Male,65,64,52,4
1174,Male,36,78,1,5
1175,Male,53,32,4,0
1176,Female,46,79,15,5
1177,Female,30,82,90,1
1178,Male,37,76,1,5
1179,Female,30,36,75,3
1180,Female,41,96,41,5
1181,Female,46,61,48,4
1182,Female,48,77,15,5
1183,Male,45,99,14,5
1184,Male,53,34,6,0
1185,Female,35,120,78,2
1186,Male,47,55,46,4
1187,Male,18,48,61,4
1188,Female,30,20,72,3
1189,Female,31,20,40,0
1190,Female,40,67,59,4
1191,Female,61,46,56,4
1192,Female,48,59,47,4
1193,Female,49,64,61,4
1194,Female,31,34,70,3
1195,Female,58,74,5,5
1196,Male,35,79,1,5
1197,Female,49,38,55,4
1198,Male,67,64,43,4
1199,Male,36,94,89,1
1200,Female,28,98,88,1
1201,Male,36,21,13,0
1202,Male,37,79,1,5
1203,Female,29,73,88,1
1204,Female,31,17,40,0
1205,Male,37,79,1,5
1206,Female,50,41,55,4
1207,Female,68,49,47,4
1208,Male,25,52,56,4
1209,Male,38,87,10,5
1210,Male,38,70,74,1
1211,Female,48,79,17,5
1212,Female,32,61,42,4
1213,Female,18,65,50,4
1214,Female,31,80,94,1
1215,Female,19,34,81,3
1216,Male,28,28,83,3
1217,Male,47,41,36,4
1218,Female,43,30,31,0
1219,Male,18,49,60,4
1220,Female,33,77,72,1
1221,Male,67,21,9,0
1222,Female,61,50,57,4
1223,Male,26,61,56,4
1224,Female,31,33,73,3
1225,Female,30,71,73,1
1226,Male,30,137,83,2
1227,Female,47,26,5,0
1228,Female,50,38,56,4
1229,Female,50,57,45,4
1230,Female,24,39,65,3
1231,Female,66,64,50,4
1232,Female,34,74,72,1
1233,Female,56,75,5,5
1234,Male,26,60,54,4
1235,Female,36,102,84,1
1236,Male,64,63,51,4
1237,Male,26,63,57,4
1238,Male,53,46,46,4
1239,Male,40,86,13,5
1240,Male,21,61,47,4
1241,Female,69,50,51,4
1242,Female,24,73,33,5
1243,Female,51,67,55,4
1244,Female,42,33,17,0
1245,Female,48,48,41,4
1246,Male,43,71,35,5
1247,Female,21,62,40,4
1248,Male,18,60,42,4
1249,Male,60,31,5,0
1250,Female,37,67,40,4
1251,Female,45,72,5,5
1252,Female,50,45,51,4
1253,Female,39,28,31,0
1254,Female,20,35,73,3
1255,Female,64,36,34,0
1256,Male,67,19,15,0
1257,Male,44,79,17,5
1258,Male,19,15,39,0
1259,Female,25,41,66,3
1260,Female,23,62,41,4
1261,Female,35,79,22,5
1262,Female,50,57,47,4
1263,Male,67,62,49,4
1264,Female,31,81,94,1
1265,Female,32,98,88,1
1266,Female,51,44,50,4
1267,Male,18,15,37,0
1268,Female,67,48,53,4
1269,Female,32,95,86,1
1270,Female,50,43,44,4
1271,Female,19,64,49,4
1272,Female,34,85,95,1
1273,Female,28,77,38,5
1274,Female,34,77,23,5
1275,Female,52,85,15,5
1276,Female,31,43,54,4
1277,Female,44,72,7,5
1278,Male,36,94,88,1
1279,Female,51,45,53,4
1280,Female,63,62,42,4
1281,Female,39,77,74,1
1282,Female,34,87,27,5
1283,Female,48,31,15,0
1284,Female,68,48,54,4
1285,Female,54,29,13,0
1286,Female,50,58,46,4
1287,Male,58,53,47,4
1288,Female,30,31,74,3
1289,Male,39,72,76,1
1290,Male,21,76,5,5
1291,Female,29,81,84,1
1292,Female,68,59,53,4
1293,Female,35,20,36,0
1294,Male,39,72,95,1
1295,Male,40,87,13,5
1296,Female,55,102,24,5
1297,Male,53,63,46,4
1298,Male,59,93,13,5
1299,Female,31,98,90,1
1300,Male,38,79,90,1
1301,Female,54,27,15,0
1302,Male,31,136,17,2
1303,Male,35,90,89,1
1304,Male,33,126,74,2
1305,Female,22,56,55,4
1306,Female,54,80,33,5
1307,Male,57,88,16,5
1308,Female,41,29,32,0
1309,Female,65,48,49,4
1310,Male,34,79,89,1
1311,Female,37,78,78,1
1312,Female,28,80,89,1
1313,Male,19,65,45,4
1314,Female,29,39,43,4
1315,Male,32,137,17,2
1316,Male,58,55,51,4
1317,Female,46,54,43,4
1318,Male,49,61,56,4
1319,Male,57,89,16,5
1320,Female,33,79,73,1
1321,Female,48,67,60,4
1322,Male,48,56,46,4
1323,Female,67,50,53,4
1324,Female,40,105,16,5
1325,Male,26,62,57,4
1326,Female,30,40,43,4
1327,Male,70,47,55,4
1328,Male,18,15,39,0
1329,Female,57,76,4,5
1330,Male,60,93,13,5
1331,Female,39,67,58,4
1332,Female,28,98,86,1
1333,Male,20,47,54,4
1334,Female,21,29,72,3
1335,Female,30,78,79,1
1336,Female,41,30,32,0
1337,Female,29,41,44,4
1338,Male,36,89,10,5
1339,Female,25,29,86,3
1340,Female,32,76,85,1
1341,Female,32,86,95,1
1342,Male,52,24,31,0
1343,Male,20,22,66,3
1344,Male,19,17,39,0
1345,Male,39,51,48,4
1346,Female,20,66,48,4
1347,Female,52,89,14,5
1348,Female,37,113,93,1
1349,Female,39,61,43,4
1350,Male,19,64,47,4
1351,Female,36,84,75,1
1352,Male,59,95,14,5
1353,Female,66,47,52,4
1354,Male,39,70,75,1
1355,Male,60,68,11,5
1356,Female,23,19,95,3
1357,Male,37,79,1,5
1358,Female,50,43,45,4
1359,Male,67,63,59,4
1360,Male,47,71,8,5
1361,Female,21,31,74,3
1362,Female,31,20,71,3
1363,Male,65,61,47,4
1364,Female,30,77,84,1
1365,Male,39,72,92,1
1366,Female,55,58,57,4
1367,Female,49,41,46,4
1368,Female,22,28,74,3
1369,Male,28,88,72,1
1370,Male,21,71,5,5
1371,Male,47,60,49,4
1372,Female,24,18,93,3
1373,Male,63,48,52,4
1374,Female,50,45,50,4
1375,Female,43,50,51,4
1376,Female,54,100,23,5
1377,Female,47,48,43,4
1378,Male,59,44,60,4
1379,Female,43,50,48,4
1380,Female,50,41,53,4
1381,Female,48,61,45,4
1382,Male,18,58,41,4
1383,Female,23,18,94,3
1384,Female,29,77,83,1
1385,Female,48,33,14,0
1386,Male,24,60,52,4
1387,Female,23,58,55,4
1388,Male,39,56,48,4
1389,Female,21,29,76,3
1390,Female,49,64,57,4
1391,Female,24,39,63,3
1392,Female,33,76,85,1
1393,Female,35,120,80,2
1394,Male,50,85,24,5
1395,Female,31,99,84,1
1396,Male,33,75,91,1
1397,Female,50,43,46,4
1398,Female,30,87,88,1
1399,Female,35,16,5,0
1400,Female,59,50,57,4
1401,Female,36,18,3,0
1402,Female,56,78,34,5
1403,Male,43,78,18,5
1404,Female,21,54,57,4
1405,Male,48,76,37,5
1406,Female,19,62,51,4
1407,Female,23,71,28,5
1408,Male,48,77,37,5
1409,Female,21,32,82,3
1410,Female,40,28,32,0
1411,Male,28,101,68,1
1412,Male,40,55,54,4
1413,Male,20,15,80,3
1414,Male,60,71,14,5
1415,Female,51,40,53,4
1416,Female,44,128,26,2
1417,Female,34,78,75,1
1418,Male,68,19,13,0
1419,Male,39,72,77,1
1420,Female,47,120,20,5
1421,Female,51,67,43,4
1422,Female,35,73,72,1
1423,Female,35,21,96,3
1424,Female,32,17,41,0
1425,Female,42,34,14,0
1426,Female,35,85,73,1
1427,Female,45,74,7,5
1428,Female,32,42,55,4
1429,Male,28,85,73,1
1430,Male,49,60,41,4
1431,Male,48,52,44,4
1432,Male,53,63,46,4
1433,Male,30,24,72,3
1434,Male,56,55,50,4
1435,Female,30,79,79,1
1436,Female,50,66,57,4
1437,Female,27,45,52,4
1438,Male,38,72,95,1
1439,Male,18,65,47,4
1440,Female,19,62,48,4
1441,Female,24,20,76,3
1442,Male,64,16,4,0
1443,Female,19,36,74,3
1444,Female,39,114,91,1
1445,Female,54,32,15,0
1446,Male,67,62,60,4
1447,Male,27,22,73,3
1448,Female,24,15,78,3
1449,Female,38,78,74,1
1450,Male,30,98,97,1
1451,Female,40,28,30,0
1452,Male,68,62,43,4
1453,Female,27,61,51,4
1454,Female,42,34,18,0
1455,Male,60,53,48,4
1456,Female,32,47,47,4
1457,Male,30,76,97,1
1458,Male,40,70,97,1
1459,Female,22,53,55,4
1460,Male,24,39,91,3
1461,Male,21,61,50,4
1462,Female,64,36,37,0
1463,Female,35,86,75,1
1464,Male,18,34,92,3
1465,Female,36,19,33,0
1466,Male,50,85,25,5
1467,Female,43,77,20,5
1468,Female,37,68,42,4
1469,Male,25,54,54,4
1470,Female,54,57,57,4
1471,Female,63,65,43,4
1472,Female,22,60,40,4
1473,Male,48,56,48,4
1474,Female,43,29,30,0
1475,Female,51,43,50,4
1476,Male,60,30,4,0
1477,Female,32,73,72,1
1478,Female,32,86,95,1
1479,Female,27,62,50,4
1480,Female,36,23,99,3
1481,Female,31,43,55,4
1482,Male,32,136,20,2
1483,Male,32,72,72,1
1484,Male,36,84,8,5
1485,Male,26,79,10,5
1486,Female,37,78,74,1
1487,Female,37,104,83,1
1488,Female,37,68,38,4
1489,Female,24,38,64,3
1490,Female,54,46,60,4
1491,Male,38,73,76,1
1492,Male,59,43,59,4
1493,Female,66,62,49,4
1494,Male,32,112,11,5
1495,Female,49,42,53,4
1496,Female,36,99,32,5
1497,Female,21,34,81,3
1498,Female,18,65,48,4
1499,Male,29,30,85,3
1500,Female,39,31,31,0
1501,Female,34,78,22,5
1502,Male,67,23,12,0
1503,Female,21,37,74,3
1504,Male,67,20,13,0
1505,Female,31,80,94,1
1506,Female,38,65,41,4
1507,Female,53,101,24,5
1508,Female,36,38,25,0
1509,Male,60,46,59,4
1510,Female,27,61,49,4
1511,Female,50,44,45,4
1512,Male,65,62,52,4
1513,Male,40,78,88,1
1514,Male,33,77,89,1
1515,Male,18,49,59,4
1516,Male,47,44,41,4
1517,Male,53,33,3,0
1518,Female,22,35,81,3
1519,Female,32,79,76,1
1520,Male,56,54,51,4
1521,Female,35,104,83,1
1522,Male,66,62,45,4
1523,Female,38,78,78,1
1524,Female,38,112,93,1
1525,Female,60,49,49,4
1526,Female,21,37,74,3
1527,Female,36,19,34,0
1528,Male,59,72,12,5
1529,Male,69,47,58,4
1530,Male,40,87,12,5
1531,Male,26,58,52,4
1532,Male,24,38,92,3
1533,Female,55,26,13,0
1534,Female,35,36,25,0
1535,Female,50,35,14,0
1536,Male,46,68,10,5
1537,Male,55,62,45,4
1538,Male,27,88,75,1
1539,Male,58,92,14,5
1540,Female,50,61,45,4
1541,Female,27,63,51,4
1542,Female,36,19,98,3
1543,Male,52,24,27,0
1544,Female,23,63,40,4
1545,Female,32,39,61,4
1546,Female,54,103,24,5
1547,Female,28,43,43,4
1548,Female,40,101,18,5
1549,Female,35,21,33,0
1550,Female,60,50,52,4
1551,Female,50,43,50,4
1552,Female,49,44,46,4
1553,Female,50,40,55,4
1554,Female,35,22,99,3
1555,Male,18,47,54,4
1556,Female,49,56,42,4
1557,Male,66,52,40,4
1558,Female,24,17,95,3
1559,Female,35,77,20,5
1560,Male,57,56,54,4
1561,Female,49,64,58,4
1562,Male,32,125,75,2
1563,Male,29,136,82,2
1564,Female,53,32,16,0
1565,Female,33,58,62,4
1566,Female,35,20,99,3
1567,Female,27,75,40,4
1568,Female,27,47,53,4
1569,Female,39,76,76,1
1570,Male,67,62,42,4
1571,Male,29,27,82,3
1572,Female,50,40,54,4
1573,Female,21,29,73,3
1574,Female,30,21,71,3
1575,Male,21,21,79,3
1576,Male,31,136,16,2
1577,Male,25,78,11,5
1578,Male,44,77,16,5
1579,Male,27,27,82,3
1580,Male,48,55,44,4
1581,Male,21,70,4,5
1582,Female,24,21,78,3
1583,Female,23,53,53,4
1584,Female,63,64,40,4
1585,Female,35,21,5,0
1586,Female,43,72,9,5
1587,Female,18,66,48,4
1588,Female,31,88,87,1
1589,Female,46,50,43,4
1590,Female,27,46,50,4
1591,Male,37,54,55,4
1592,Female,18,67,51,4
1593,Male,42,87,20,5
1594,Male,27,76,96,1
1595,Female,54,100,24,5
1596,Male,67,61,58,4
1597,Female,35,22,36,0
1598,Female,24,22,75,3
1599,Male,35,79,1,5
1600,Male,38,76,89,1
1601,Male,54,64,46,4
1602,Male,29,103,67,1
1603,Female,50,39,26,0
1604,Female,26,63,50,4
1605,Male,47,69,8,5
1606,Female,43,35,18,0
1607,Male,40,86,12,5
1608,Female,33,87,93,1
1609,Male,46,99,13,5
1610,Male,54,65,45,4
1611,Female,36,38,26,0
1612,Male,37,19,11,0
1613,Female,50,66,56,4
1614,Female,23,16,78,3
1615,Male,48,59,50,4
1616,Female,44,80,20,5
1617,Female,59,77,5,5
1618,Female,55,77,34,5
1619,Male,22,20,80,3
1620,Male,31,87,63,1
1621,Male,54,62,47,4
1622,Female,31,71,78,1
1623,Female,39,115,92,1
1624,Female,51,44,44,4
1625,Male,32,89,62,1
1626,Male,19,32,90,3
1627,Female,28,78,78,1
1628,Female,59,19,15,0
1629,Female,57,75,3,5
1630,Male,21,21,69,3
1631,Female,29,79,74,1
1632,Male,23,62,51,4
1633,Female,40,70,61,4
1634,Female,36,36,25,0
1635,Female,24,37,66,3
1636,Female,41,30,31,0
1637,Female,35,105,84,1
1638,Male,20,46,55,4
1639,Female,41,97,41,5
1640,Male,22,23,80,3
1641,Female,28,99,88,1
1642,Male,27,67,53,4
1643,Female,28,17,72,3
1644,Female,30,78,76,1
1645,Female,43,79,20,5
1646,Male,67,63,58,4
1647,Female,46,53,43,4
1648,Female,26,72,33,5
1649,Male,63,47,52,4
1650,Male,58,90,13,5
1651,Female,20,17,7,0
1652,Male,37,86,10,5
1653,Male,32,73,93,1
1654,Female,50,67,56,4
1655,Female,30,77,79,1
1656,Female,67,47,47,4
1657,Male,28,76,96,1
1658,Female,35,102,85,1
1659,Female,43,34,19,0
1660,Female,44,78,18,5
1661,Female,32,91,87,1
1662,Male,32,114,8,5
1663,Female,37,95,32,5
1664,Female,61,48,47,4
1665,Female,29,77,38,5
1666,Female,29,39,42,4
1667,Male,27,69,54,4
1668,Female,22,57,56,4
1669,Female,35,117,78,2
1670,Female,35,73,73,1
1671,Female,54,100,23,5
1672,Female,41,35,16,0
1673,Male,70,45,55,4
1674,Male,40,87,14,5
1675,Male,39,67,92,1
1676,Male,31,126,74,2
1677,Female,37,37,27,0
1678,Female,29,100,88,1
1679,Female,66,47,50,4
1680,Female,24,38,65,3
1681,Female,21,59,55,4
1682,Male,66,19,11,0
1683,Male,19,47,54,4
1684,Female,46,53,51,4
1685,Female,44,78,18,5
1686,Male,32,136,18,2
1687,Male,33,42,60,4
1688,Female,23,17,76,3
1689,Female,27,45,52,4
1690,Female,48,48,42,4
1691,Female,32,77,73,1
1692,Male,47,59,49,4
1693,Female,66,45,54,4
1694,Male,59,43,57,4
1695,Female,62,65,45,4
1696,Male,66,63,47,4
1697,Female,60,51,55,4
1698,Female,68,64,49,4
1699,Female,50,44,49,4
1700,Female,36,86,26,5
1701,Female,19,15,7,0
1702,Female,50,68,57,4
1703,Female,22,17,74,3
1704,Female,29,16,41,0
1705,Female,31,16,41,0
1706,Male,60,44,58,4
1707,Female,50,40,55,4
1708,Male,58,89,16,5
1709,Male,65,20,1,0
1710,Male,48,61,42,4
1711,Female,35,24,97,3
1712,Female,36,67,41,4
1713,Male,70,46,55,4
1714,Female,40,66,59,4
1715,Male,18,80,5,5
1716,Male,27,87,68,1
1717,Male,38,54,54,4
1718,Male,19,46,56,4
1719,Male,25,77,11,5
1720,Female,19,16,7,0
1721,Female,31,77,73,1
1722,Female,57,21,13,0
1723,Female,50,69,57,4
1724,Female,24,70,29,5
1725,Female,35,57,58,4
1726,Female,60,49,49,4
1727,Female,67,48,49,4
1728,Male,32,74,94,1
1729,Female,23,60,42,4
1730,Female,27,58,53,4
1731,Male,67,20,14,0
1732,Male,49,64,57,4
1733,Female,29,100,87,1
1734,Female,42,48,52,4
1735,Female,40,68,57,4
1736,Female,41,28,33,0
1737,Female,43,71,9,5
1738,Female,47,118,15,5
1739,Female,43,78,20,5
1740,Male,26,55,55,4
1741,Male,32,90,62,1
1742,Male,65,19,3,0
1743,Female,20,35,75,3
1744,Female,53,28,14,0
1745,Female,31,17,42,0
1746,Male,18,73,11,5
1747,Female,54,101,23,5
1748,Male,39,67,92,1
1749,Female,30,34,71,3
1750,Female,48,50,42,4
1751,Female,24,74,34,5
1752,Female,30,88,87,1
1753,Female,50,59,48,4
1754,Male,28,76,97,1
1755,Male,33,126,74,2
1756,Female,42,36,16,0
1757,Male,54,44,47,4
1758,Female,32,87,86,1
1759,Male,34,29,60,3
1760,Female,45,126,29,2
1761,Male,56,54,53,4
1762,Male,18,64,45,4
1763,Female,20,37,73,3
1764,Female,48,40,28,0
1765,Male,18,47,54,4
1766,Male,48,60,47,4
1767,Female,18,66,47,4
1768,Male,31,99,98,1
1769,Female,42,49,51,4
1770,Male,49,42,44,4
1771,Female,20,39,74,3
1772,Female,27,60,52,4
1773,Female,19,33,76,3
1774,Female,69,61,54,4
1775,Male,54,33,4,0
1776,Female,22,16,75,3
1777,Male,47,76,36,5
1778,Female,49,55,43,4
1779,Female,32,85,95,1
1780,Male,19,58,42,4
1781,Female,48,59,49,4
1782,Female,27,46,53,4
1783,Female,25,45,49,4
1784,Female,26,41,47,4
1785,Female,36,87,28,5
1786,Female,59,21,14,0
1787,Female,67,64,48,4
1788,Female,48,39,28,0
1789,Female,34,57,59,4
1790,Female,38,99,32,5
1791,Male,31,88,62,1
1792,Male,20,63,52,4
1793,Female,34,104,22,5
1794,Female,47,77,17,5
1795,Female,35,82,76,1
1796,Male,28,99,66,1
1797,Female,35,19,8,0
1798,Female,25,72,35,5
1799,Female,49,38,28,0
1800,Male,69,41,47,4
1801,Male,60,30,4,0
1802,Female,46,24,6,0
1803,Male,32,86,61,1
1804,Male,32,74,74,1
1805,Female,30,77,73,1
1806,Female,65,62,50,4
1807,Female,37,97,31,5
1808,Female,30,79,78,1
1809,Female,36,36,26,0
1810,Male,35,80,1,5
1811,Male,37,52,55,4
1812,Male,19,59,51,4
1813,Male,21,15,79,3
1814,Female,45,52,54,4
1815,Female,35,19,98,3
1816,Female,36,36,25,0
1817,Female,38,111,91,1
1818,Female,59,20,15,0
1819,Female,24,40,65,3
1820,Female,47,79,15,5
1821,Female,37,65,43,4
1822,Female,36,20,35,0
1823,Male,27,62,56,4
1824,Female,27,61,52,4
1825,Male,27,100,66,1
1826,Female,32,103,70,1
1827,Female,23,55,55,4
1828,Male,69,62,44,4
1829,Male,18,81,4,5
1830,Female,32,50,48,4
1831,Female,31,80,77,1
1832,Male,32,137,19,2
1833,Female,59,50,56,4
1834,Female,67,47,52,4
1835,Female,27,76,88,1
1836,Male,53,45,46,4
1837,Female,23,53,53,4
1838,Female,42,35,19,0
1839,Male,26,25,76,3
1840,Female,34,121,80,2
1841,Female,32,79,74,1
1842,Male,24,60,53,4
1843,Female,69,47,50,4
1844,Female,31,103,70,1
1845,Female,34,20,35,0
1846,Female,34,20,99,3
1847,Male,34,78,90,1
1848,Male,24,77,12,5
1849,Male,32,74,72,1
1850,Female,49,64,58,4
1851,Male,33,114,8,5
1852,Male,25,22,72,3
1853,Female,50,67,58,4
1854,Female,31,40,43,4
1855,Female,24,21,77,3
1856,Female,32,101,70,1
1857,Female,52,86,13,5
1858,Female,41,30,26,0
1859,Female,31,80,92,1
1860,Male,34,93,91,1
1861,Female,23,69,28,5
1862,Female,34,19,7,0
1863,Female,41,29,32,0
1864,Male,20,74,10,5
1865,Male,53,31,3,0
1866,Female,31,73,71,1
1867,Male,65,62,52,4
1868,Female,23,53,53,4
1869,Female,30,76,70,1
1870,Male,59,93,13,5
1871,Male,70,45,45,4
1872,Male,29,28,79,3
1873,Male,36,86,91,1
1874,Female,39,29,29,0
1875,Female,22,16,76,3
1876,Male,47,61,41,4
1877,Female,58,75,6,5
1878,Female,37,36,26,0
1879,Male,38,20,11,0
1880,Female,50,65,43,4
1881,Female,41,30,34,0
1882,Male,38,77,2,5
1883,Male,59,56,48,4
1884,Female,19,62,50,4
1885,Female,20,32,72,3
1886,Male,38,69,74,1
1887,Female,51,86,13,5
1888,Female,46,54,43,4
1889,Male,24,25,73,3
1890,Female,45,28,31,0
1891,Female,48,121,14,5
1892,Male,56,53,50,4
1893,Female,30,69,79,1
1894,Female,27,98,88,1
1895,Male,18,58,36,4
1896,Male,35,21,34,0
1897,Female,49,40,56,4
1898,Female,23,62,41,4
1899,Female,54,102,25,5
1900,Female,45,52,43,4
1901,Female,22,16,76,3
1902,Male,49,79,36,5
1903,Female,41,99,38,5
1904,Female,45,127,29,2
1905,Male,47,72,11,5
1906,Male,18,16,39,0
1907,Male,69,46,46,4
1908,Male,39,69,90,1
1909,Female,36,84,76,1
1910,Male,37,21,12,0
1911,Female,28,78,84,1
1912,Female,41,103,18,5
1913,Male,19,81,6,5
1914,Female,52,46,60,4
1915,Female,55,27,15,0
1916,Male,29,26,71,3
1917,Female,35,18,98,3
1918,Male,21,22,64,3
1919,Male,37,19,11,0
1920,Female,44,27,34,0
1921,Female,46,52,41,4
1922,Male,54,44,45,4
1923,Male,35,87,92,1
1924,Male,26,79,11,5
1925,Male,48,60,52,4
1926,Female,30,45,54,4
1927,Female,23,19,95,3
1928,Female,22,54,51,4
1929,Female,46,28,30,0
1930,Male,37,84,91,1
1931,Female,30,40,41,4
1932,Male,32,137,17,2
1933,Male,46,71,7,5
1934,Male,49,63,49,4
1935,Female,31,103,69,1
1936,Male,29,88,73,1
1937,Female,37,99,32,5
1938,Male,30,26,74,3
1939,Male,53,46,48,4
1940,Female,37,67,37,4
1941,Male,46,71,8,5
1942,Female,32,78,72,1
1943,Female,23,39,64,3
1944,Male,35,21,15,0
1945,Female,44,77,19,5
1946,Male,31,137,17,2
1947,Female,34,23,34,0
1948,Female,30,70,79,1
1949,Female,45,56,41,4
1950,Male,65,19,2,0
1951,Female,36,85,74,1
1952,Female,30,88,84,1
1953,Male,27,101,69,1
1954,Female,67,44,50,4
1955,Female,63,66,42,4
1956,Male,37,74,75,1
1957,Female,23,58,54,4
1958,Female,46,50,40,4
1959,Male,19,74,10,5
1960,Female,54,49,58,4
1961,Female,47,49,43,4
1962,Male,35,24,36,0
1963,Male,20,19,69,3
1964,Female,54,46,59,4
1965,Male,37,54,56,4
1966,Male,66,64,48,4
1967,Female,32,61,44,4
1968,Female,36,83,75,1
1969,Female,21,28,73,3
1970,Male,68,20,15,0
1971,Female,49,38,27,0
1972,Male,53,34,3,0
1973,Female,49,60,49,4
1974,Female,37,87,28,5
1975,Female,28,73,89,1
1976,Male,68,20,14,0
1977,Male,58,92,14,5
1978,Female,22,54,56,4
1979,Female,66,38,34,0
1980,Male,25,78,12,5
1981,Male,26,55,50,4
1982,Male,27,67,57,4
1983,Female,24,40,64,3
1984,Female,30,79,72,1
1985,Female,48,56,42,4
1986,Male,59,43,61,4
1987,Male,48,52,49,4
1988,Male,18,59,39,4
1989,Female,31,77,73,1
